 array_element_name	array_element_type	organism	is_control	locus	description	chromosome
257274_at	oligonucleotide	Arabidopsis thaliana	no	AT3G14510	Polyprenyl synthetase family protein;(source:Araport11)	3
261898_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80720	Mitochondrial glycoprotein family protein;(source:Araport11)	1
260417_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69770	Encodes a chromomethylase involved in methylating cytosine residues at non-CG sites.  Involved in preferentially methylating transposon-related sequences, reducing their mobility. CMT3 interacts with an Arabidopsis homologue of HP1 (heterochromatin protein 1), which in turn interacts with methylated histones.  Involved in gene silencing.	1
261720_at	oligonucleotide	Arabidopsis thaliana	no	AT1G08460	histone deacetylase 8;(source:Araport11)	1
264297_at	oligonucleotide	Arabidopsis thaliana	no	AT1G78710	Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).	1
255348_at	oligonucleotide	Arabidopsis thaliana	no	AT4G03820	transmembrane protein, putative (DUF3537);(source:Araport11)	4
258002_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28930	avrRpt2-induced gene that exhibits RPS2- and avrRpt2-dependent induction early after infection with Pseudomonas syringae pv maculicola strain ES4326 carrying avrRpt2	3
252016_at	oligonucleotide	Arabidopsis thaliana	no	AT3G52950	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein;(source:Araport11)	3
267376_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26330	Homologous to receptor protein kinases. Involved in specification of organs originating from the shoot apical meristem. Contains a cytoplasmic protein kinase catalytic domain, a transmembrane region, and an extracellular leucine-rich repeat.  ER has been identified as a quantitative trait locus for transpiration efficiency by influencing epidermal and mesophyll development, stomatal density and porosity of leaves. It has been implicated in resistance to the bacterium Ralstonia solanacearum and to the necrotrophic fungus Plectosphaerella cucumerina.  Together with ERL1 and ERL2, ER governs the initial decision of protodermal cells to either divide proliferatively to produce pavement cells or divide asymmetrically to generate stomatal complexes. ER binds to the peptides STOMAGEN and EPF2 which compete for the same binding site. The ER-EFP2 complex activates MAPK signaling that inhibits stomatal development. ER-STOMAGEN does not activate MAPK signaling. Plants harboring loss of function alleles of er are more susceptible to heat stress than wild type.  In Arabidopsis and other organisms, overexpression of ER confers thermotolerance via as yet undefined mechanisms.	2
264806_at	oligonucleotide	Arabidopsis thaliana	no	AT1G08610	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)	1
251595_at	oligonucleotide	Arabidopsis thaliana	no	AT3G57620	glyoxal oxidase-related protein;(source:Araport11)	3
250566_at	oligonucleotide	Arabidopsis thaliana	no	AT5G08070	TCP gene involved in heterochronic control of leaf differentiation.	5
260737_at	oligonucleotide	Arabidopsis thaliana	no	AT1G17540	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein;(source:Araport11)	1
266987_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39280	Ypt/Rab-GAP domain of gyp1p superfamily protein;(source:Araport11)	2
264495_at	oligonucleotide	Arabidopsis thaliana	no	AT1G27380	encodes a member of a novel protein family that contains contain a CRIB (for Cdc42/Rac-interactive binding) motif required for their specific interaction with GTP-bound Rop1 (plant-specific Rho GTPase). Interacts with Rop1 and is involved in pollen tube growth and function. Protein most similar to RIC4 (family subgroup V). Gene is expressed in all tissues examined.	1
246059_at	oligonucleotide	Arabidopsis thaliana	no	AT5G08450	Component of histone-deacetylase complexes. Interacts with HDA6 and HDA19 and facilitates histone deacetylation. Several salt-inducible genes are de-repressed in hdc1 mutants. Mutants are hypersensitive to ABA during germination, grow less and flower later than wildtype. HDC1-overexpressing plants display opposite phenotypes.	5
250209_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14030	translocon-associated protein beta (TRAPB) family protein;(source:Araport11)	5
247126_at	oligonucleotide	Arabidopsis thaliana	no	AT5G66080	Protein phosphatase 2C family protein;(source:Araport11)	5
266502_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47730	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).	2
266461_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47730	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).	2
266232_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02310	phloem protein 2-B6;(source:Araport11)	2
254949_at	oligonucleotide	Arabidopsis thaliana	no	AT4G11020	hypothetical protein;(source:Araport11)	4
252182_at	oligonucleotide	Arabidopsis thaliana	no	AT3G50670	Encodes U1 snRNP 70K	3
260491_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51440	Encodes a lipase that hydrolyzes phosphatidylcholine, glycolipids as well as triacylglycerols.	1
265235_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07719	Putative membrane lipoprotein;(source:Araport11)	2
262487_at	oligonucleotide	Arabidopsis thaliana	no	AT1G21610	wound-responsive family protein;(source:Araport11)	1
250798_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05340	Encodes a protein with sequence similarity to peroxidases that is involved in lignin biosynthesis. Loss of function mutations show abnormal development of xylem fibers and reduced levels of lignin biosynthetic enxymes.	5
248943_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G45440	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)	5
255261_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G05110	equilibrative nucleoside transporter 6;(source:Araport11)	4
246938_at	oligonucleotide	Arabidopsis thaliana	no	AT5G25380	core cell cycle genes	5
252664_at	oligonucleotide	Arabidopsis thaliana	no	AT3G44080	F-box family protein;(source:Araport11)	3
261344_at	oligonucleotide	Arabidopsis thaliana	no	AT1G79710	Major facilitator superfamily protein;(source:Araport11)	1
247932_at	oligonucleotide	Arabidopsis thaliana	no	AT5G56920	Cystatin/monellin superfamily protein;(source:Araport11)	5
249600_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G38000	Zinc-binding dehydrogenase family protein;(source:Araport11)	5
246549_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15050	Encodes GlcAT14B. Has glucuronosyltransferase activity adding glucuronic acid residues to beta-1,3- and beta-1,6-linked galactans.	5
252207_at	oligonucleotide	Arabidopsis thaliana	no	AT3G50370	hypothetical protein;(source:Araport11)	3
261892_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80840	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Coexpression with WRKY18 or WRKY60 made plants more susceptible to both P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	1
248214_at	oligonucleotide	Arabidopsis thaliana	no	AT5G53670	transmembrane protein;(source:Araport11)	5
266013_s_at	oligonucleotide	Arabidopsis thaliana	no	ATMG00440	hypothetical protein;(source:Araport11)	M
245077_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23160	F-box family protein;(source:Araport11)	2
253648_at	oligonucleotide	Arabidopsis thaliana	no	AT4G29940	Homeodomain protein (PRHA). Expression of the gene differs in various vegetative and floral plant tissues and is positively influenced by the phytohormone auxin. It is often associated with regions of developing vascular tissue. The prha promoter is highly responsive to the synthetic auxin, naphthalene acetic acid, in transient assays using tobacco protoplasts. The PRHA protein has the capacity to bind to TAATTG core sequence elements but requires additional adjacent bases for high-affinity binding.	4
254214_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23640	Functions as a potassium transporter and is required for the establishment of root tip growth.	4
258720_at	oligonucleotide	Arabidopsis thaliana	no	AT3G09550	Ankyrin repeat family protein;(source:Araport11)	3
249005_at	oligonucleotide	Arabidopsis thaliana	no	AT5G44630	Encodes a sesquiterpene synthase involved in generating all of the group B sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in intrafloral nectaries.	5
245090_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40900	Encodes a plasma membrane-localized amino acid transporter likely involved in amino acid export in the developing seed.	2
267018_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39140	Suppressor of var2 variegation phenotype. Chloroplast localized. Loss of function mutant has defects in chloroplast protein translation and rRNA processing. Similar in sequence to pseudouridine synthase proteins.	2
267017_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39140	Suppressor of var2 variegation phenotype. Chloroplast localized. Loss of function mutant has defects in chloroplast protein translation and rRNA processing. Similar in sequence to pseudouridine synthase proteins.	2
250707_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05950	maternal effect embryo arrest 60;(source:Araport11)	5
255566_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G48670	Encodes IDN2 (INVOLVED IN DE NOVO 2), a double-stranded RNA-binding protein involved in de novo methylation and small interfering RNA (siRNA)-mediated maintenance methylation. IND2 is a component of the RNA-directed DNA methylation pathway.	3
247348_at	oligonucleotide	Arabidopsis thaliana	no	AT5G63810	member of Glycoside Hydrolase Family 35	5
251043_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G02340	Cysteine/Histidine-rich C1 domain family protein;(source:Araport11)	5
253436_at	oligonucleotide	Arabidopsis thaliana	no	AT4G32470	Cytochrome bd ubiquinol oxidase, 14kDa subunit;(source:Araport11)	4
256249_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11270	Mov34/MPN/PAD-1 family protein;(source:Araport11)	3
263776_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46440	Member of Cyclic nucleotide gated channel family. Positive regulator of resistance against avirulent fungal pathogen.The mRNA is cell-to-cell mobile.	2
263047_at	oligonucleotide	Arabidopsis thaliana	no	AT2G17630	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein;(source:Araport11)	2
249768_at	oligonucleotide	Arabidopsis thaliana	no	AT5G24100	Leucine-rich repeat protein kinase family protein;(source:Araport11)	5
253712_at	oligonucleotide	Arabidopsis thaliana	no	AT4G29330	DERLIN-1;(source:Araport11)	4
265490_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G15470	Pectin lyase-like superfamily protein;(source:Araport11)	2
266466_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47790	Encodes GIGANTUS1 (GTS1), a member of Transducin/WD40 protein superfamily. Controls seed germination, growth and biomass accumulation.	2
259939_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71300	Vps52 / Sac2 family;(source:Araport11)	1
262393_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49490	Pollen expressed protein required for pollen tube growth.Along with other members of the LRX family, itnteracts with RALF4 to control pollen tube growth and integrity. Loss of function results in premature pollen tube rupture and reduced fertility.	1
265166_at	oligonucleotide	Arabidopsis thaliana	no	AT1G23645	hypothetical protein;(source:Araport11)	1
256437_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G08530	CHC2 heavy chain subunit of clathrin. Involved in vesicle mediated trafficking. Mutants show reduced rates of endocytosis and defects clathrin mediated exocytosis Mutants have increased drought tolerance due to defects in stomatal movement.	3
264673_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09795	ATP phosphoribosyl transferase, catalyses first step of histidine biosynthesis	1
267436_at	oligonucleotide	Arabidopsis thaliana	no	AT2G19190	Encodes a receptor-like protein kinase that is involved in early defense signaling. Expression of this gene is strongly induced during leaf senescence.  It is a target of the transcription factor AtWRKY6.	2
247955_at	oligonucleotide	Arabidopsis thaliana	no	AT5G56950	Encodes a member of a small gene family of proteins with similarity to nucleosome assembly proteins.May function in nucleotide excision repair. Loss of function mutations have no obvious visible phenotypes but do seem to affect transcription of NER related genes. Plants mutated in three ubiquitously expressed NAP1 genes (NAP1;1~NAP1;3) and organ-specifically expressed NAP1;4 gene show hypersensitivity to genotoxic stresses including UV and DSB-inducing agent Bleomycin. The NAP1 genes act synergistically with NRP genes in promoting somatic homologous recombination.	5
258444_at	oligonucleotide	Arabidopsis thaliana	no	AT3G22380	Encodes a nucleus-acting plant-specific clock regulator working close to the central oscillator and affecting the circadian gating of light responses.  Circadian gating is the alteration of circadian phase according to the photoperiod of the entraining day/light cycle and the rhythmic antagonism of light responses in the early subjective night.  TIC differentially regulates CCA1 and PRR9 from LHY, with LHY expression as a dominant genetic target of TIC action. Also shown to be invoved in the maintenance of Arabidopsis thaliana metabolic homeostasis.	3
254213_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23590	Tyrosine transaminase family protein;(source:Araport11)	4
259350_at	oligonucleotide	Arabidopsis thaliana	no	AT3G05140	ROP binding protein kinases 2;(source:Araport11)	3
256137_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48690	Auxin-responsive GH3 family protein;(source:Araport11)	1
253148_at	oligonucleotide	Arabidopsis thaliana	no	AT4G35620	Cyclin B2;(source:Araport11)	4
257283_at	oligonucleotide	Arabidopsis thaliana	no	AT3G29750	Eukaryotic aspartyl protease family protein;(source:Araport11)	3
261606_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49570	Peroxidase superfamily protein;(source:Araport11)	1
251869_at	oligonucleotide	Arabidopsis thaliana	no	AT3G54500	Member of a small family (4 proteins) in Arabidopsis that have some overlap in function. LNK2 along with LNK1  functions in the integration of light signaling and circadian clock. It is regulated by  the clock TOC1 complex. Functions as a transcriptional coactivator.	3
